,Full Name,Rank,State,State_Name,Gender,Party,Term Date,Approve,Disapprove,No Opinion,ideology,rank_from_low,Link,Website,url_temp,url_temp_final
50,Richard Blumenthal,senior,CT,Connecticut,Male,Democrat,2017-01-03 to 2023-01-03,0.46,0.37,0.17,0.12224258074172445,8.0,https://www.govtrack.us/congress/members/richard_blumenthal/412490,https://www.blumenthal.senate.gov,https://en.wikipedia.org/wiki/File:Richard_Blumenthal_Official_Portrait_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Richard_Blumenthal_Official_Portrait_%28cropped%29.jpg/595px-Richard_Blumenthal_Official_Portrait_%28cropped%29.jpg
51,Marco Rubio,senior,FL,Florida,Male,Republican,2017-01-03 to 2023-01-03,0.41,0.38,0.21,0.8830817900318061,91.0,https://www.govtrack.us/congress/members/marco_rubio/412491,https://www.rubio.senate.gov,https://en.wikipedia.org/wiki/File:Senator_Rubio_official_portrait_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Senator_Rubio_official_portrait_%28cropped%29.jpg/441px-Senator_Rubio_official_portrait_%28cropped%29.jpg
52,Rand Paul,junior,KY,Kentucky,Male,Republican,2017-01-03 to 2023-01-03,0.43,0.38,0.2,0.6455265008634656,53.0,https://www.govtrack.us/congress/members/rand_paul/412492,https://www.paul.senate.gov,"https://en.wikipedia.org/wiki/File:Rand_Paul,_official_portrait,_112th_Congress_alternate_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Rand_Paul%2C_official_portrait%2C_112th_Congress_alternate_%28cropped%29.jpg/532px-Rand_Paul%2C_official_portrait%2C_112th_Congress_alternate_%28cropped%29.jpg
53,John Hoeven,senior,ND,North Dakota,Male,Republican,2017-01-03 to 2023-01-03,0.54,0.25,0.22,0.8269140069856623,75.0,https://www.govtrack.us/congress/members/john_hoeven/412494,https://www.hoeven.senate.gov,https://en.wikipedia.org/wiki/File:Hoeven_Official_Portrait_2014_(cropped).JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Hoeven_Official_Portrait_2014_%28cropped%29.JPG/427px-Hoeven_Official_Portrait_2014_%28cropped%29.JPG
54,Mike Lee,senior,UT,Utah,Male,Republican,2017-01-03 to 2023-01-03,0.47,0.28,0.25,0.7031336042945496,57.0,https://www.govtrack.us/congress/members/mike_lee/412495,https://www.lee.senate.gov/public,"https://en.wikipedia.org/wiki/File:Mike_Lee,_official_portrait_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Mike_Lee%2C_official_portrait_%28cropped%29.jpg/477px-Mike_Lee%2C_official_portrait_%28cropped%29.jpg
55,Ron Johnson,senior,WI,Wisconsin,Male,Republican,2017-01-03 to 2023-01-03,0.38,0.36,0.27,0.7137976045767491,61.0,https://www.govtrack.us/congress/members/ron_johnson/412496,https://www.ronjohnson.senate.gov,"https://en.wikipedia.org/wiki/File:Ron_Johnson,_official_portrait,_112th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Ron_Johnson%2C_official_portrait%2C_112th_Congress_%28cropped%29.jpg/464px-Ron_Johnson%2C_official_portrait%2C_112th_Congress_%28cropped%29.jpg
56,Brian Schatz,senior,HI,Hawaii,Male,Democrat,2017-01-03 to 2023-01-03,0.58,0.23,0.19,0.2235274329186771,22.0,https://www.govtrack.us/congress/members/brian_schatz/412507,https://www.schatz.senate.gov,"https://en.wikipedia.org/wiki/File:Brian_Schatz,_official_portrait,_113th_Congress_2_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Brian_Schatz%2C_official_portrait%2C_113th_Congress_2_%28cropped%29.jpg/434px-Brian_Schatz%2C_official_portrait%2C_113th_Congress_2_%28cropped%29.jpg
57,Tammy Duckworth,junior,IL,Illinois,Female,Democrat,2017-01-03 to 2023-01-03,0.41,0.33,0.26,0.2636323634238522,27.0,https://www.govtrack.us/congress/members/tammy_duckworth/412533,https://www.duckworth.senate.gov,https://en.wikipedia.org/wiki/File:Tammy_Duckworth_115th_official_portrait_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Tammy_Duckworth_115th_official_portrait_%28cropped%29.jpg/536px-Tammy_Duckworth_115th_official_portrait_%28cropped%29.jpg
58,Kamala Harris,junior,CA,California,Female,Democrat,2017-01-03 to 2023-01-03,0.43,0.29,0.29,0.0,1.0,https://www.govtrack.us/congress/members/kamala_harris/412678,https://www.harris.senate.gov,https://en.wikipedia.org/wiki/File:Kamala_Harris_official_photo_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Kamala_Harris_official_photo_%28cropped%29.jpg/565px-Kamala_Harris_official_photo_%28cropped%29.jpg
59,John Kennedy,junior,LA,Louisiana,Male,Republican,2017-01-03 to 2023-01-03,0.48,0.24,0.27,0.8395801624920809,81.0,https://www.govtrack.us/congress/members/john_kennedy/412679,https://www.kennedy.senate.gov/public,"https://en.wikipedia.org/wiki/File:John_Neely_Kennedy,_official_portrait,_115th_Congress.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/John_Neely_Kennedy%2C_official_portrait%2C_115th_Congress.jpg/473px-John_Neely_Kennedy%2C_official_portrait%2C_115th_Congress.jpg
60,Margaret Hassan,junior,NH,New Hampshire,Female,Democrat,2017-01-03 to 2023-01-03,0.48,0.32,0.2,0.4234827330151215,40.0,https://www.govtrack.us/congress/members/margaret_hassan/412680,https://www.hassan.senate.gov,"https://en.wikipedia.org/wiki/File:Maggie_Hassan,_official_portrait,_115th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Maggie_Hassan%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg/435px-Maggie_Hassan%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg
61,Catherine Cortez Masto,senior,NV,Nevada,Female,Democrat,2017-01-03 to 2023-01-03,0.36,0.33,0.31,0.2758644909191392,29.0,https://www.govtrack.us/congress/members/catherine_cortez_masto/412681,https://www.cortezmasto.senate.gov,https://en.wikipedia.org/wiki/File:Catherine_Cortez_Masto_official_portrait_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Catherine_Cortez_Masto_official_portrait_%28cropped%29.jpg/446px-Catherine_Cortez_Masto_official_portrait_%28cropped%29.jpg
62,Doug Jones,junior,AL,Alabama,Male,Democrat,2018-01-03 to 2021-01-03,0.4,0.35,0.25,0.6405356892058713,51.0,https://www.govtrack.us/congress/members/doug_jones/412741,https://www.jones.senate.gov,https://en.wikipedia.org/wiki/File:Senator_Doug_Jones_official_photo_(cropped_2).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Senator_Doug_Jones_official_photo_%28cropped_2%29.jpg/443px-Senator_Doug_Jones_official_photo_%28cropped_2%29.jpg
63,Tina Smith,junior,MN,Minnesota,Female,Democrat,2018-11-07 to 2021-01-03,0.43,0.26,0.31,0.17920303180850444,16.0,https://www.govtrack.us/congress/members/tina_smith/412742,https://www.smith.senate.gov,"https://en.wikipedia.org/wiki/File:Tina_Smith,_official_portrait,_116th_congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Tina_Smith%2C_official_portrait%2C_116th_congress_%28cropped%29.jpg/480px-Tina_Smith%2C_official_portrait%2C_116th_congress_%28cropped%29.jpg
64,Cindy Hyde-Smith,junior,MS,Mississippi,Female,Republican,2018-11-28 to 2021-01-03,0.42,0.34,0.24,0.8718572640912621,88.0,https://www.govtrack.us/congress/members/cindy_hyde_smith/412743,https://www.hydesmith.senate.gov,https://en.wikipedia.org/wiki/File:Cindy_Hyde-Smith_official_photo_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Cindy_Hyde-Smith_official_photo_%28cropped%29.jpg
65,Maria Cantwell,junior,WA,Washington,Female,Democrat,2019-01-03 to 2025-01-03,0.47,0.3,0.23,0.3111189079955345,34.0,https://www.govtrack.us/congress/members/maria_cantwell/300018,https://www.cantwell.senate.gov,https://en.wikipedia.org/wiki/File:Maria_Cantwell_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Maria_Cantwell_%28cropped%29.jpg/482px-Maria_Cantwell_%28cropped%29.jpg
66,Thomas Carper,senior,DE,Delaware,Male,Democrat,2019-01-03 to 2025-01-03,0.49,0.28,0.22,0.3391463265901287,37.0,https://www.govtrack.us/congress/members/thomas_carper/300019,https://www.carper.senate.gov/public,"https://en.wikipedia.org/wiki/File:Tom_Carper,_official_portrait,_112th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Tom_Carper%2C_official_portrait%2C_112th_Congress_%28cropped%29.jpg/532px-Tom_Carper%2C_official_portrait%2C_112th_Congress_%28cropped%29.jpg
67,Dianne Feinstein,senior,CA,California,Female,Democrat,2019-01-03 to 2025-01-03,0.43,0.37,0.2,0.2118363697535679,19.0,https://www.govtrack.us/congress/members/dianne_feinstein/300043,https://www.feinstein.senate.gov,"https://en.wikipedia.org/wiki/File:Dianne_Feinstein,_official_Senate_photo_2_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Dianne_Feinstein%2C_official_Senate_photo_2_%28cropped%29.jpg/451px-Dianne_Feinstein%2C_official_Senate_photo_2_%28cropped%29.jpg
68,Debbie Stabenow,senior,MI,Michigan,Female,Democrat,2019-01-03 to 2025-01-03,0.46,0.35,0.2,0.2217038610589482,21.0,https://www.govtrack.us/congress/members/debbie_stabenow/300093,https://www.stabenow.senate.gov,"https://en.wikipedia.org/wiki/File:Debbie_Stabenow,_official_photo,_116th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Debbie_Stabenow%2C_official_photo%2C_116th_Congress_%28cropped%29.jpg/552px-Debbie_Stabenow%2C_official_photo%2C_116th_Congress_%28cropped%29.jpg
69,Tammy Baldwin,junior,WI,Wisconsin,Female,Democrat,2019-01-03 to 2025-01-03,0.49,0.35,0.16,0.22828459994877726,23.0,https://www.govtrack.us/congress/members/tammy_baldwin/400013,https://www.baldwin.senate.gov,"https://en.wikipedia.org/wiki/File:Tammy_Baldwin,_official_portrait,_113th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Tammy_Baldwin%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg/446px-Tammy_Baldwin%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg
70,Marsha Blackburn,junior,TN,Tennessee,Female,Republican,2019-01-03 to 2025-01-03,0.47,0.31,0.22,1.0,100.0,https://www.govtrack.us/congress/members/marsha_blackburn/400032,https://www.blackburn.senate.gov,"https://en.wikipedia.org/wiki/File:Marsha_Blackburn,_official_photo,_116th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Marsha_Blackburn%2C_official_photo%2C_116th_Congress_%28cropped%29.jpg/451px-Marsha_Blackburn%2C_official_photo%2C_116th_Congress_%28cropped%29.jpg
71,Sherrod Brown,senior,OH,Ohio,Male,Democrat,2019-01-03 to 2025-01-03,0.46,0.29,0.26,0.16209351737438324,13.0,https://www.govtrack.us/congress/members/sherrod_brown/400050,https://www.brown.senate.gov,https://en.wikipedia.org/wiki/File:Sherrod_Brown_official_photo_2009_2_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Sherrod_Brown_official_photo_2009_2_%28cropped%29.jpg/607px-Sherrod_Brown_official_photo_2009_2_%28cropped%29.jpg
72,Benjamin Cardin,senior,MD,Maryland,Male,Democrat,2019-01-03 to 2025-01-03,0.5,0.22,0.28,0.2753443617890672,28.0,https://www.govtrack.us/congress/members/benjamin_cardin/400064,https://www.cardin.senate.gov,https://en.wikipedia.org/wiki/File:Ben_Cardin_official_Senate_portrait_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Ben_Cardin_official_Senate_portrait_%28cropped%29.jpg/437px-Ben_Cardin_official_Senate_portrait_%28cropped%29.jpg
73,Robert Menendez,senior,NJ,New Jersey,Male,Democrat,2019-01-03 to 2025-01-03,0.33,0.45,0.22,0.2782256470662399,30.0,https://www.govtrack.us/congress/members/robert_menendez/400272,https://www.menendez.senate.gov,https://en.wikipedia.org/wiki/File:Robert_Menendez_official_Senate_portrait_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Robert_Menendez_official_Senate_portrait_%28cropped%29.jpg/446px-Robert_Menendez_official_Senate_portrait_%28cropped%29.jpg
74,Bernard Sanders,junior,VT,Vermont,Male,Independent,2019-01-03 to 2025-01-03,0.64,0.28,0.07,0.016944776679627443,2.0,https://www.govtrack.us/congress/members/bernard_sanders/400357,https://www.sanders.senate.gov,https://en.wikipedia.org/wiki/File:Bernie_Sanders_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/Bernie_Sanders_%28cropped%29.jpg
75,Roger Wicker,senior,MS,Mississippi,Male,Republican,2019-01-03 to 2025-01-03,0.5,0.25,0.25,0.8444922719332694,84.0,https://www.govtrack.us/congress/members/roger_wicker/400432,https://www.wicker.senate.gov,https://en.wikipedia.org/wiki/File:Roger_F._Wicker_crop.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Roger_F._Wicker_crop.jpg/598px-Roger_F._Wicker_crop.jpg
76,Christopher Murphy,junior,CT,Connecticut,Male,Democrat,2019-01-03 to 2025-01-03,0.48,0.34,0.19,0.2012552611337146,17.0,https://www.govtrack.us/congress/members/christopher_murphy/412194,https://www.murphy.senate.gov,"https://en.wikipedia.org/wiki/File:Chris_Murphy,_official_portrait,_113th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Chris_Murphy%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg/587px-Chris_Murphy%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg
77,Mazie Hirono,junior,HI,Hawaii,Female,Democrat,2019-01-03 to 2025-01-03,0.57,0.29,0.14,0.09061130946293314,6.0,https://www.govtrack.us/congress/members/mazie_hirono/412200,https://www.hirono.senate.gov,"https://en.wikipedia.org/wiki/File:Mazie_Hirono,_official_portrait,_113th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Mazie_Hirono%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg/558px-Mazie_Hirono%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg
78,Kirsten Gillibrand,junior,NY,New York,Female,Democrat,2019-01-03 to 2025-01-03,0.47,0.28,0.26,0.026050491583832488,3.0,https://www.govtrack.us/congress/members/kirsten_gillibrand/412223,https://www.gillibrand.senate.gov,"https://en.wikipedia.org/wiki/File:Kirsten_Gillibrand,_official_photo,_116th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Kirsten_Gillibrand%2C_official_photo%2C_116th_Congress_%28cropped%29.jpg/428px-Kirsten_Gillibrand%2C_official_photo%2C_116th_Congress_%28cropped%29.jpg
79,Amy Klobuchar,senior,MN,Minnesota,Female,Democrat,2019-01-03 to 2025-01-03,0.58,0.27,0.15,0.13804393642502644,9.0,https://www.govtrack.us/congress/members/amy_klobuchar/412242,https://www.klobuchar.senate.gov,"https://en.wikipedia.org/wiki/File:Amy_Klobuchar,_official_portrait,_113th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Amy_Klobuchar%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg/413px-Amy_Klobuchar%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg
80,Jon Tester,senior,MT,Montana,Male,Democrat,2019-01-03 to 2025-01-03,0.51,0.41,0.09,0.4757431357079587,44.0,https://www.govtrack.us/congress/members/jon_tester/412244,https://www.tester.senate.gov,https://en.wikipedia.org/wiki/File:JonTester_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/JonTester_%28cropped%29.jpg/435px-JonTester_%28cropped%29.jpg
81,Robert Casey,senior,PA,Pennsylvania,Male,Democrat,2019-01-03 to 2025-01-03,0.46,0.29,0.26,0.29239995978007416,33.0,https://www.govtrack.us/congress/members/robert_casey/412246,https://www.casey.senate.gov,,
82,Sheldon Whitehouse,junior,RI,Rhode Island,Male,Democrat,2019-01-03 to 2025-01-03,0.51,0.33,0.16,0.17244870680854446,14.0,https://www.govtrack.us/congress/members/sheldon_whitehouse/412247,https://www.whitehouse.senate.gov,"https://en.wikipedia.org/wiki/File:Sheldon_Whitehouse,_official_portrait,_116th_congress.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Sheldon_Whitehouse%2C_official_portrait%2C_116th_congress.jpg/614px-Sheldon_Whitehouse%2C_official_portrait%2C_116th_congress.jpg
83,John Barrasso,junior,WY,Wyoming,Male,Republican,2019-01-03 to 2025-01-03,0.62,0.26,0.12,0.8424017461846754,83.0,https://www.govtrack.us/congress/members/john_barrasso/412251,https://www.barrasso.senate.gov,https://en.wikipedia.org/wiki/File:John_Barrasso_official_portrait_112th_Congress_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/John_Barrasso_official_portrait_112th_Congress_%28cropped%29.jpg/614px-John_Barrasso_official_portrait_112th_Congress_%28cropped%29.jpg
84,Martin Heinrich,junior,NM,New Mexico,Male,Democrat,2019-01-03 to 2025-01-03,0.42,0.32,0.26,0.24354805537825036,24.0,https://www.govtrack.us/congress/members/martin_heinrich/412281,https://www.heinrich.senate.gov,https://en.wikipedia.org/wiki/File:Heinrich_Official_Headshot_2019_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Heinrich_Official_Headshot_2019_%28cropped%29.jpg/474px-Heinrich_Official_Headshot_2019_%28cropped%29.jpg
85,Joe Manchin,senior,WV,West Virginia,Male,Democrat,2019-01-03 to 2025-01-03,0.43,0.44,0.13,0.5903922722284984,48.0,https://www.govtrack.us/congress/members/joe_manchin/412391,https://www.manchin.senate.gov,https://en.wikipedia.org/wiki/File:Senator_Manchin_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Senator_Manchin_%28cropped%29.jpg
86,Kyrsten Sinema,senior,AZ,Arizona,Female,Democrat,2019-01-03 to 2025-01-03,0.44,0.3,0.26,0.6907820275231388,54.0,https://www.govtrack.us/congress/members/kyrsten_sinema/412509,https://www.sinema.senate.gov,https://en.wikipedia.org/wiki/File:Kyrsten_Sinema_by_Gage_Skidmore_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Kyrsten_Sinema_by_Gage_Skidmore_%28cropped%29.jpg/450px-Kyrsten_Sinema_by_Gage_Skidmore_%28cropped%29.jpg
87,Elizabeth Warren,senior,MA,Massachusetts,Female,Democrat,2019-01-03 to 2025-01-03,0.51,0.36,0.13,0.256294098104753,26.0,https://www.govtrack.us/congress/members/elizabeth_warren/412542,https://www.warren.senate.gov,"https://en.wikipedia.org/wiki/File:Elizabeth_Warren,_official_portrait,_114th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Elizabeth_Warren%2C_official_portrait%2C_114th_Congress_%28cropped%29.jpg/409px-Elizabeth_Warren%2C_official_portrait%2C_114th_Congress_%28cropped%29.jpg
88,Angus King,junior,ME,Maine,Male,Independent,2019-01-03 to 2025-01-03,0.57,0.31,0.12,0.4469528145122353,43.0,https://www.govtrack.us/congress/members/angus_king/412545,https://www.king.senate.gov,"https://en.wikipedia.org/wiki/File:Angus_King,_official_portrait,_113th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Angus_King%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg/614px-Angus_King%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg
89,Kevin Cramer,junior,ND,North Dakota,Male,Republican,2019-01-03 to 2025-01-03,0.47,0.35,0.18,0.9084679910916236,95.0,https://www.govtrack.us/congress/members/kevin_cramer/412555,https://www.cramer.senate.gov,"https://en.wikipedia.org/wiki/File:Kevin_Cramer,_official_portrait,_116th_congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Kevin_Cramer%2C_official_portrait%2C_116th_congress_%28cropped%29.jpg/432px-Kevin_Cramer%2C_official_portrait%2C_116th_congress_%28cropped%29.jpg
90,Deb Fischer,senior,NE,Nebraska,Female,Republican,2019-01-03 to 2025-01-03,0.45,0.36,0.2,0.8219993414105102,73.0,https://www.govtrack.us/congress/members/deb_fischer/412556,https://www.fischer.senate.gov,"https://en.wikipedia.org/wiki/File:Deb_Fischer,_official_portrait,_115th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/0/0b/Deb_Fischer%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg
91,Ted Cruz,junior,TX,Texas,Male,Republican,2019-01-03 to 2025-01-03,0.49,0.35,0.16,0.9137407238727628,97.0,https://www.govtrack.us/congress/members/ted_cruz/412573,https://www.cruz.senate.gov,https://en.wikipedia.org/wiki/File:Ted_Cruz_official_116th_portrait_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Ted_Cruz_official_116th_portrait_%28cropped%29.jpg/576px-Ted_Cruz_official_116th_portrait_%28cropped%29.jpg
92,Timothy Kaine,junior,VA,Virginia,Male,Democrat,2019-01-03 to 2025-01-03,0.47,0.32,0.21,0.2551739730766844,25.0,https://www.govtrack.us/congress/members/timothy_kaine/412582,https://www.kaine.senate.gov,https://en.wikipedia.org/wiki/File:Tim_Kaine_116th_official_portrait_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Tim_Kaine_116th_official_portrait_%28cropped%29.jpg/490px-Tim_Kaine_116th_official_portrait_%28cropped%29.jpg
93,Martha McSally,junior,AZ,Arizona,Female,Republican,2019-01-03 to 2021-01-03,0.37,0.4,0.24,0.7507158170147635,67.0,https://www.govtrack.us/congress/members/martha_mcsally/412611,https://www.mcsally.senate.gov,https://en.wikipedia.org/wiki/File:Sen._Martha_McSally_official_Senate_headshot_116th_congress_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Sen._Martha_McSally_official_Senate_headshot_116th_congress_%28cropped%29.jpg/480px-Sen._Martha_McSally_official_Senate_headshot_116th_congress_%28cropped%29.jpg
94,Jacky Rosen,junior,NV,Nevada,Female,Democrat,2019-01-03 to 2025-01-03,0.38,0.33,0.29,0.3179479726620432,35.0,https://www.govtrack.us/congress/members/jacky_rosen/412715,https://www.rosen.senate.gov,"https://en.wikipedia.org/wiki/File:Jacky_Rosen,_official_portrait,_116th_congress_(cropped-1).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Jacky_Rosen%2C_official_portrait%2C_116th_congress_%28cropped-1%29.jpg/450px-Jacky_Rosen%2C_official_portrait%2C_116th_congress_%28cropped-1%29.jpg
95,Rick Scott,junior,FL,Florida,Male,Republican,2019-01-08 to 2025-01-03,0.47,0.36,0.18,0.8305249856927353,78.0,https://www.govtrack.us/congress/members/rick_scott/412838,https://www.rickscott.senate.gov,https://en.wikipedia.org/wiki/File:Official_Portrait_of_Senator_Rick_Scott_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Official_Portrait_of_Senator_Rick_Scott_%28cropped%29.jpg
96,Mike Braun,junior,IN,Indiana,Male,Republican,2019-01-03 to 2025-01-03,0.44,0.26,0.3,0.9146603150533096,98.0,https://www.govtrack.us/congress/members/mike_braun/412839,https://www.braun.senate.gov,"https://en.wikipedia.org/wiki/File:Mike_Braun,_Official_Portrait,_116th_Congress_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Mike_Braun%2C_Official_Portrait%2C_116th_Congress_%28cropped%29.jpg/481px-Mike_Braun%2C_Official_Portrait%2C_116th_Congress_%28cropped%29.jpg
97,Joshua Hawley,junior,MO,Missouri,Male,Republican,2019-01-03 to 2025-01-03,0.43,0.3,0.27,0.804193037813696,72.0,https://www.govtrack.us/congress/members/joshua_hawley/412840,https://www.hawley.senate.gov,https://en.wikipedia.org/wiki/File:Josh_Hawley_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Josh_Hawley_%28cropped%29.jpg/446px-Josh_Hawley_%28cropped%29.jpg
98,Mitt Romney,junior,UT,Utah,Male,Republican,2019-01-03 to 2025-01-03,0.48,0.38,0.14,0.7173785772365683,62.0,https://www.govtrack.us/congress/members/mitt_romney/412841,https://www.romney.senate.gov,https://en.wikipedia.org/wiki/File:Mitt_Romney_official_US_Senate_portrait_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Mitt_Romney_official_US_Senate_portrait_%28cropped%29.jpg/448px-Mitt_Romney_official_US_Senate_portrait_%28cropped%29.jpg
99,Kelly Loeffler,junior,GA,Georgia,Female,Republican,2020-01-06 to 2020-11-03,0.43,0.27,0.31,,,https://www.govtrack.us/congress/members/kelly_loeffler/456790,https://www.loeffler.senate.gov,https://en.wikipedia.org/wiki/File:Kelly_Loeffler_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Kelly_Loeffler_%28cropped%29.jpg/611px-Kelly_Loeffler_%28cropped%29.jpg
